movieid,crewid,name,originalname,job,role,isadult,gender,popularity,department,knownfordepartment
5,3111,Alexandre Rockwell,Alexandre Rockwell,Director,DIRECTOR,false,Male,0.975,Directing,Writing
5,3111,Alexandre Rockwell,Alexandre Rockwell,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,0.975,Production,Writing
5,3111,Alexandre Rockwell,Alexandre Rockwell,Writer,WRITER,false,Male,0.975,Writing,Writing
5,2294,Robert Rodriguez,Robert Rodriguez,Director,DIRECTOR,false,Male,11.246,Directing,Directing
5,2294,Robert Rodriguez,Robert Rodriguez,Editor,EDITOR,false,Male,11.246,Editing,Directing
5,2294,Robert Rodriguez,Robert Rodriguez,Writer,WRITER,false,Male,11.246,Writing,Directing
5,138,Quentin Tarantino,Quentin Tarantino,Director,DIRECTOR,false,Male,32.164,Directing,Directing
5,138,Quentin Tarantino,Quentin Tarantino,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,32.164,Production,Directing
5,138,Quentin Tarantino,Quentin Tarantino,Writer,WRITER,false,Male,32.164,Writing,Directing
5,3116,Combustible Edison,Combustible Edison,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Not set/not specified,0.6,Sound,Sound
5,3117,Gary Frutkoff,Gary Frutkoff,ProductionDesign,PRODUCTIONDESIGN,false,Male,1.4,Art,Art
5,3119,Lance Brown,Lance Brown,SoundDesigner,SOUNDDESIGNER,false,Male,1.38,Sound,Sound
5,2545,Lawrence Bender,Lawrence Bender,Producer,PRODUCER,false,Male,1.543,Production,Production
5,37333,Heidi Vogel,Heidi Vogel,CoProducer,COPRODUCER,false,Female,6.215,Production,Crew
5,37334,Paul Hellerman,Paul Hellerman,ProductionManager,PRODUCTIONMANAGER,false,Male,3.099,Production,Production
5,37334,Paul Hellerman,Paul Hellerman,CoProducer,COPRODUCER,false,Male,3.099,Production,Production
5,37335,Scott Lambert,Scott Lambert,CoProducer,COPRODUCER,false,Male,0.6,Production,Production
5,3118,Russell Gray,Russell Gray,Casting,CASTING,false,Male,0.6,Production,Production
5,11423,Mayne Berke,Mayne Berke,ArtDirection,ARTDIRECTION,false,Male,0.652,Art,Art
5,9042,Sara Andrews,Sara Andrews,SetDecoration,SETDECORATION,false,Female,0.6,Art,Art
5,156,Sally Menke,Sally Menke,Editor,EDITOR,false,Female,7.09,Editing,Editing
5,3113,Guillermo Navarro,Guillermo Navarro,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,3.307,Camera,Camera
5,5666,Mark Mothersbaugh,Mark Mothersbaugh,MusicProducer,MUSICPRODUCER,false,Male,2.979,Sound,Sound
5,3115,Andrzej Sekula,Andrzej Sekula,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,5.95,Camera,Camera
5,6940,Karyn Rachtman,Karyn Rachtman,MusicSupervisor,MUSICSUPERVISOR,false,Not set/not specified,1.62,Sound,Sound
5,3121,Elena Maganini,Elena Maganini,Editor,EDITOR,false,Not set/not specified,0.98,Editing,Editing
5,3114,Phil Parmet,Phil Parmet,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.6,Camera,Camera
5,20540,Randi Hiller,Randi Hiller,CastingAssociate,CASTINGASSOCIATE,false,Female,2.68,Production,Production
5,81538,Wayne Fitzgerald,Wayne Fitzgerald,TitleDesigner,TITLEDESIGNER,false,Not set/not specified,1.448,Art,Crew
5,46589,Mary Claire Hannan,Mary Claire Hannan,CostumeDesign,COSTUMEDESIGN,false,Female,1.38,Costume & Make-Up,Costume & Make-Up
5,56791,Jonathan Brown,Jonathan Brown,SteadicamOperator,STEADICAMOPERATOR,false,Male,2.356,Camera,Camera
5,62277,Susan L. Bertram,Susan L. Bertram,CostumeDesign,COSTUMEDESIGN,false,Female,0.6,Costume & Make-Up,Costume & Make-Up
5,64315,Erik C. Andersen,Erik C. Andersen,FirstAssistantEditor,FIRSTASSISTANTEDITOR,false,Not set/not specified,0.6,Editing,Editing
5,64744,Debbie Hayn-Cass,Debbie Hayn-Cass,UnitProductionManager,UNITPRODUCTIONMANAGER,false,Not set/not specified,0.985,Production,Production
5,64744,Debbie Hayn-Cass,Debbie Hayn-Cass,ProductionSupervisor,PRODUCTIONSUPERVISOR,false,Not set/not specified,0.985,Production,Production
5,71901,Douglas Aarniokoski,Douglas Aarniokoski,FirstAssistantDirector,FIRSTASSISTANTDIRECTOR,false,Male,3.638,Directing,Directing
5,77162,Rodrigo García,Rodrigo García,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,1.626,Camera,Directing
5,80824,Jay Nierenberg,Jay Nierenberg,SoundEditor,SOUNDEDITOR,false,Male,1.38,Sound,Sound
5,100888,Chuck Jones,Chuck Jones,CreativeConsultant,CREATIVECONSULTANT,false,Male,3.862,Crew,Directing
5,144146,Ermahn Ospina,Ermahn Ospina,KeyHairStylist,KEYHAIRSTYLIST,false,Not set/not specified,1.62,Costume & Make-Up,Costume & Make-Up
5,148455,Ziad Doueiri,Ziad Doueiri,FirstAssistantCamera,FIRSTASSISTANTCAMERA,false,Male,0.739,Camera,Writing
5,230436,Barbara Harris,Barbara Harris,ADRVoiceCasting,ADRVOICECASTING,false,Female,1.69,Production,Production
5,1031288,Tiffanie DeBartolo,Tiffanie DeBartolo,Intern,INTERN,false,Not set/not specified,0.6,Crew,Writing
5,1041072,Margaret Goodspeed,Margaret Goodspeed,Editor,EDITOR,false,Female,0.6,Editing,Editing
5,1069714,Toni G,Toni G,AssistantMakeupArtist,ASSISTANTMAKEUPARTIST,false,Female,1.788,Costume & Make-Up,Costume & Make-Up
5,1120536,Fernando Altschul,Fernando Altschul,FirstAssistantDirector,FIRSTASSISTANTDIRECTOR,false,Not set/not specified,0.6,Directing,Directing
5,1341806,Ray Maxwell,Ray Maxwell,ConstructionForeman,CONSTRUCTIONFOREMAN,false,Male,1.31,Art,Art
5,1342669,Jayne-Ann Tenggren,Jayne-Ann Tenggren,ScriptSupervisor,SCRIPTSUPERVISOR,false,Not set/not specified,1.214,Directing,Directing
5,1357671,Tim Tuchrello,Tim Tuchrello,FirstAssistantSoundEditor,FIRSTASSISTANTSOUNDEDITOR,false,Not set/not specified,0.6,Sound,Sound
5,1395016,Brian Markey,Brian Markey,ConstructionCoordinator,CONSTRUCTIONCOORDINATOR,false,Male,0.6,Art,Art
5,1401374,Robert Earl Craft,Robert Earl Craft,LocationManager,LOCATIONMANAGER,false,Not set/not specified,0.6,Production,Production
5,1402054,Dawn Todd Curfman,Dawn Todd Curfman,PostProductionCoordinator,POSTPRODUCTIONCOORDINATOR,false,Female,0.828,Production,Production
5,1404841,Zack Davis,Zack Davis,ADREditor,ADREDITOR,false,Not set/not specified,0.6,Sound,Sound
5,1404903,Becky Sullivan,Becky Sullivan,SupervisingADREditor,SUPERVISINGADREDITOR,false,Female,0.6,Sound,Sound
5,1410954,Pawel Wdowczak,Pawel Wdowczak,ProductionSoundMixer,PRODUCTIONSOUNDMIXER,false,Male,3.202,Sound,Sound
5,1412227,Glenn Hoskinson,Glenn Hoskinson,SoundEffectsEditor,SOUNDEFFECTSEDITOR,false,Male,0.6,Sound,Sound
5,1412242,Thom \'Coach\' Ehle,Thom \'Coach\' Ehle,DolbyConsultant,DOLBYCONSULTANT,false,Not set/not specified,0.6,Sound,Sound
5,1415642,Denise Okimoto,Denise Okimoto,MusicEditor,MUSICEDITOR,false,Female,0.6,Sound,Sound
5,1419160,P. Gerald Knight,P. Gerald Knight,TransportationCoordinator,TRANSPORTATIONCOORDINATOR,false,Not set/not specified,0.6,Crew,Crew
5,1438571,Bruce Fortune,Bruce Fortune,SupervisingSoundEditor,SUPERVISINGSOUNDEDITOR,false,Not set/not specified,0.6,Sound,Sound
5,1505354,Kyle Oliver,Kyle Oliver,LocationAssistant,LOCATIONASSISTANT,false,Not set/not specified,1.214,Production,Acting
5,1547239,Jacqueline Aronson,Jacqueline Aronson,CostumeSupervisor,COSTUMESUPERVISOR,false,Not set/not specified,0.648,Costume & Make-Up,Costume & Make-Up
5,1552012,Lynda Reiss,Lynda Reiss,PropertyMaster,PROPERTYMASTER,false,Female,0.6,Art,Art
5,1552088,Victor Iorillo,Victor Iorillo,SpecialSoundEffects,SPECIALSOUNDEFFECTS,false,Not set/not specified,0.6,Crew,Sound
5,1556697,Marisol Jiménez,Marisol Jiménez,ArtDepartmentCoordinator,ARTDEPARTMENTCOORDINATOR,false,Not set/not specified,0.6,Art,Art
5,1564233,Mike Stanwick,Mike Stanwick,ColorTimer,COLORTIMER,false,Male,0.694,Editing,Editing
5,1601800,Edgar Arellano,Edgar Arellano,BestBoyElectric,BESTBOYELECTRIC,false,Not set/not specified,0.6,Lighting,Lighting
5,1602889,Paul Taglianetti,Paul Taglianetti,SpecialEffectsCoordinator,SPECIALEFFECTSCOORDINATOR,false,Not set/not specified,0.6,Crew,Visual Effects
5,1622121,Nancy Willen,Nancy Willen,UnitPublicist,UNITPUBLICIST,false,Not set/not specified,0.6,Crew,Crew
5,1652417,Mynka Draper,Mynka Draper,Costumer,COSTUMER,false,Not set/not specified,1.442,Costume & Make-Up,Costume & Make-Up
5,1685556,Brian Bettwy,Brian Bettwy,SecondAssistantDirector,SECONDASSISTANTDIRECTOR,false,Not set/not specified,0.6,Directing,Directing
5,1686379,Darrell Dubovsky,Darrell Dubovsky,Driver,DRIVER,false,Not set/not specified,0.6,Crew,Crew
5,1695796,Paul Koronkiewicz,Paul Koronkiewicz,BoomOperator,BOOMOPERATOR,false,Male,0.98,Sound,Sound
5,1708344,Rick Stribling,Rick Stribling,KeyGrip,KEYGRIP,false,Not set/not specified,0.694,Camera,Camera
5,1745153,Orlando,Orlando,Hairstylist,HAIRSTYLIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
5,1841033,Bjørn Eivind Aarskog,Bjørn Eivind Aarskog,SecondAssistantCamera,SECONDASSISTANTCAMERA,false,Not set/not specified,0.6,Camera,Production
5,1851724,James C. Beeson,James C. Beeson,Carpenter,CARPENTER,false,Not set/not specified,0.6,Crew,Crew
5,1851725,Carlos A. Chavez,Carlos A. Chavez,Painter,PAINTER,false,Not set/not specified,0.98,Art,Art
5,1877352,Marc Gillson,Marc Gillson,LeadPainter,LEADPAINTER,false,Not set/not specified,0.6,Art,Art
5,1877353,T.D. Donnelly,T.D. Donnelly,StandbyPainter,STANDBYPAINTER,false,Not set/not specified,0.6,Art,Art
5,1877355,Elizabeth Bolden,Elizabeth Bolden,Grip,GRIP,false,Not set/not specified,0.6,Camera,Camera
5,1877356,Thomas G. Marquez,Thomas G. Marquez,CostumeSupervisor,COSTUMESUPERVISOR,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
5,1877357,Paul Starr,Paul Starr,MakeupArtist,MAKEUPARTIST,false,Not set/not specified,0.6,Costume & Make-Up,Costume & Make-Up
5,1877359,Sissy Boyd,Sissy Boyd,Choreographer,CHOREOGRAPHER,false,Not set/not specified,1.4,Crew,Crew
5,1877360,Derek Hurd,Derek Hurd,CraftService,CRAFTSERVICE,false,Not set/not specified,0.6,Crew,Crew
5,1877361,Ben Parker,Ben Parker,PostProductionAssistant,POSTPRODUCTIONASSISTANT,false,Not set/not specified,0.6,Crew,Crew
5,1877361,Ben Parker,Ben Parker,SetProductionAssistant,SETPRODUCTIONASSISTANT,false,Not set/not specified,0.6,Crew,Crew
5,1877363,Nick Roberts,Nick Roberts,Security,SECURITY,false,Not set/not specified,0.6,Crew,Crew
5,1877365,Patrice Carbaugh,Patrice Carbaugh,SetMedic,SETMEDIC,false,Not set/not specified,0.6,Crew,Crew
5,1877369,Michael Boyce Harris,Michael Boyce Harris,StandIn,STANDIN,false,Not set/not specified,0.6,Crew,Crew
5,1877370,Dotti Thompson,Dotti Thompson,TransportationCaptain,TRANSPORTATIONCAPTAIN,false,Not set/not specified,0.6,Crew,Crew
5,1877377,Bob Allen,Bob Allen,FirstAssistantEditor,FIRSTASSISTANTEDITOR,false,Not set/not specified,0.6,Editing,Editing
5,1877378,Marcel DeJure,Marcel DeJure,Electrician,ELECTRICIAN,false,Not set/not specified,0.6,Lighting,Lighting
5,1877379,Chuck Smith,Chuck Smith,Gaffer,GAFFER,false,Not set/not specified,0.6,Lighting,Lighting
5,1877380,Deborah Hebert,Deborah Hebert,ProductionAccountant,PRODUCTIONACCOUNTANT,false,Not set/not specified,0.6,Production,Production
5,1877413,David Gertz,David Gertz,FoleyMixer,FOLEYMIXER,false,Male,0.6,Sound,Sound
5,1877415,Jan D. Tys,Jan D. Tys,StudioTeachers,STUDIOTEACHERS,false,Not set/not specified,0.6,Crew,Crew
5,1895858,Joseph W. Grafmuller,Joseph W. Grafmuller,Swing,SWING,false,Not set/not specified,0.6,Art,Costume & Make-Up
5,1899435,Theresa Repola Mohammed,Theresa Repola Mohammed,NegativeCutter,NEGATIVECUTTER,false,Female,1.834,Editing,Editing
5,2022847,Kristen Becht,Kristen Becht,MusicCoordinator,MUSICCOORDINATOR,false,Not set/not specified,0.6,Sound,Sound
5,2045529,Christina Tucker,Christina Tucker,ADRMixer,ADRMIXER,false,Not set/not specified,0.98,Sound,Sound
5,2080021,Martin Charles,Martin Charles,GraphicDesigner,GRAPHICDESIGNER,false,Not set/not specified,0.6,Art,Art
5,2278012,Mary Patvaldnieks,Mary Patvaldnieks,AssistantDecorator,ASSISTANTDECORATOR,false,Not set/not specified,0.98,Art,Art
5,2278013,Andrew King,Andrew King,AssistantPropertyMaster,ASSISTANTPROPERTYMASTER,false,Not set/not specified,0.694,Art,Art
5,2278014,Vincent Cassaro,Vincent Cassaro,SecondAssistantSound,SECONDASSISTANTSOUND,false,Not set/not specified,0.6,Sound,Sound
5,2278015,Christy Sumner,Christy Sumner,SpecialEffectsAssistant,SPECIALEFFECTSASSISTANT,false,Female,1.4,Crew,Crew
5,2278016,Gregory C. Smith,Gregory C. Smith,AssistantCamera,ASSISTANTCAMERA,false,Not set/not specified,0.694,Camera,Camera
5,2278017,James Irons,James Irons,BestBoyGrip,BESTBOYGRIP,false,Not set/not specified,0.6,Camera,Camera
5,2278018,Bob Ivanjack,Bob Ivanjack,DollyGrip,DOLLYGRIP,false,Not set/not specified,0.765,Camera,Camera
5,2278019,Jeff Ervin,Jeff Ervin,AssistantEditor,ASSISTANTEDITOR,false,Not set/not specified,0.6,Editing,Editing
5,2278020,Heidrun M. Williams,Heidrun M. Williams,AssistantAccountant,ASSISTANTACCOUNTANT,false,Not set/not specified,0.6,Production,Production
5,2278021,Susan Noonan-Gero,Susan Noonan-Gero,AssistantProductionCoordinator,ASSISTANTPRODUCTIONCOORDINATOR,false,Not set/not specified,0.6,Production,Production
6,2042,Stephen Hopkins,Stephen Hopkins,Director,DIRECTOR,false,Male,5.523,Directing,Directing
6,52035,Lewis Colick,Lewis Colick,Screenplay,SCREENPLAY,false,Male,4.024,Writing,Writing
6,52035,Lewis Colick,Lewis Colick,Story,STORY,false,Male,4.024,Writing,Writing
6,71417,Gene Levy,Gene Levy,Producer,PRODUCER,false,Male,1.708,Production,Production
6,37,Alan Silvestri,Alan Silvestri,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,12.607,Sound,Sound
6,2044,Peter Levy,Peter Levy,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.6,Camera,Camera
6,796,John M. Dwyer,John M. Dwyer,SetDecoration,SETDECORATION,false,Male,1.7,Art,Art
6,7719,Marilyn Vance,Marilyn Vance,CostumeDesign,COSTUMEDESIGN,false,Female,2.344,Costume & Make-Up,Costume & Make-Up
6,7719,Marilyn Vance,Marilyn Vance,ExecutiveProducer,EXECUTIVEPRODUCER,false,Female,2.344,Production,Costume & Make-Up
6,9990,Joseph C. Nemec III,Joseph C. Nemec III,ProductionDesign,PRODUCTIONDESIGN,false,Male,1.989,Art,Art
6,14040,Dan Olexiewicz,Dan Olexiewicz,ArtDirection,ARTDIRECTION,false,Male,0.6,Art,Art
6,20784,Lloyd Segan,Lloyd Segan,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,0.6,Production,Production
6,71194,Tim Wellburn,Tim Wellburn,Editor,EDITOR,false,Not set/not specified,1.361,Editing,Editing
6,1088307,Jere Cunningham,Jere Cunningham,Story,STORY,false,Not set/not specified,0.6,Writing,Writing
6,1472642,Kris Wiseman McIntyre,Kris Wiseman McIntyre,AssociateProducer,ASSOCIATEPRODUCER,false,Not set/not specified,0.6,Production,Production
6,1498452,Christopher Mollo,Christopher Mollo,AssociateProducer,ASSOCIATEPRODUCER,false,Not set/not specified,0.6,Production,Production
8,801,Michael Glawogger,Michael Glawogger,Screenplay,SCREENPLAY,false,Male,4.895,Writing,Directing
8,34833,Timo Novotny,Timo Novotny,Screenplay,SCREENPLAY,false,Not set/not specified,0.84,Writing,Directing
8,34833,Timo Novotny,Timo Novotny,Director,DIRECTOR,false,Not set/not specified,0.84,Directing,Directing
8,34833,Timo Novotny,Timo Novotny,Editor,EDITOR,false,Not set/not specified,0.84,Editing,Directing
8,34833,Timo Novotny,Timo Novotny,Producer,PRODUCER,false,Not set/not specified,0.84,Production,Directing
8,803,Wolfgang Thaler,Wolfgang Thaler,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.6,Camera,Camera
8,34834,Gerald Schober,Gerald Schober,Editor,EDITOR,false,Not set/not specified,0.6,Editing,Editing
8,34835,Armin Herzog,Armin Herzog,Editor,EDITOR,false,Not set/not specified,0.6,Editing,Editing
8,65382,Sofa Surfers,Sofa Surfers,Music,MUSIC,false,Not set/not specified,0.6,Sound,Sound
8,143486,Ulrich Gehmacher,Ulrich Gehmacher,Producer,PRODUCER,false,Not set/not specified,0.6,Production,Production
9,867,Marc Meyer,Marc Meyer,Director,DIRECTOR,false,Male,0.6,Directing,Writing
9,867,Marc Meyer,Marc Meyer,Editor,EDITOR,false,Male,0.6,Editing,Writing
9,867,Marc Meyer,Marc Meyer,Producer,PRODUCER,false,Male,0.6,Production,Writing
9,867,Marc Meyer,Marc Meyer,Author,AUTHOR,false,Male,0.6,Writing,Writing
9,875,Peter Polsak-Lohmann,Peter Polsak-Lohmann,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Not set/not specified,0.6,Camera,Camera
9,891,Moritz Hoffmeister,Moritz Hoffmeister,SoundDesigner,SOUNDDESIGNER,false,Not set/not specified,0.6,Sound,Sound
9,914,Anna Haas,Anna Haas,Director,DIRECTOR,false,Female,0.6,Directing,Directing
9,917,Jesko Klatt,Jesko Klatt,UnderwaterCamera,UNDERWATERCAMERA,false,Not set/not specified,0.6,Camera,Camera
9,919,Jan Raiber,Jan Raiber,Animation,ANIMATION,false,Not set/not specified,0.6,Visual Effects,Visual Effects
9,15360,Christian Biegai,Christian Biegai,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,0.84,Sound,Sound
11,1,George Lucas,George Lucas,Director,DIRECTOR,false,Male,17.698,Directing,Directing
11,1,George Lucas,George Lucas,ExecutiveProducer,EXECUTIVEPRODUCER,false,Male,17.698,Production,Directing
11,1,George Lucas,George Lucas,Writer,WRITER,false,Male,17.698,Writing,Directing
11,12401,Gary Kurtz,Gary Kurtz,Producer,PRODUCER,false,Male,1.22,Production,Acting
11,19801,Rick McCallum,Rick McCallum,Producer,PRODUCER,false,Male,6.482,Production,Production
11,491,John Williams,John Williams,OriginalMusicComposer,ORIGINALMUSICCOMPOSER,false,Male,3.73,Sound,Sound
11,7753,Gilbert Taylor,Gilbert Taylor,DirectorofPhotography,DIRECTOROFPHOTOGRAPHY,false,Male,0.866,Camera,Camera
11,3176,Vic Ramos,Vic Ramos,Casting,CASTING,false,Male,0.972,Production,Production
11,390,Irene Lamb,Irene Lamb,Casting,CASTING,false,Female,1.38,Production,Production
11,669,Norman Reynolds,Norman Reynolds,ArtDirection,ARTDIRECTION,false,Male,1.438,Art,Art
11,670,Ben Burtt,Ben Burtt,SoundDesigner,SOUNDDESIGNER,false,Male,6.771,Sound,Sound
11,686,Willard Huyck,Willard Huyck,Script,SCRIPT,false,Male,1.007,Crew,Writing
11,687,Gloria Katz,Gloria Katz,Script,SCRIPT,false,Female,2.102,Crew,Writing
11,711,Robert Watts,Robert Watts,ProductionSupervisor,PRODUCTIONSUPERVISOR,false,Male,2.236,Production,Production
