movieid,genreid,genrename
3286,99,Documentary
3287,99,Documentary
3288,35,Comedy
3288,878,Science Fiction
3290,27,Horror
3291,18,Drama
3291,36,History
3293,18,Drama
3305,99,Documentary
3306,27,Horror
3306,878,Science Fiction
3309,80,Crime
3309,18,Drama
3343,18,Drama
3343,14,Fantasy
3343,27,Horror
3343,878,Science Fiction
3344,28,Action
3345,27,Horror
3346,27,Horror
3346,35,Comedy
3346,878,Science Fiction
3347,35,Comedy
3347,27,Horror
3348,99,Documentary
3349,27,Horror
3350,27,Horror
3350,28,Action
3351,99,Documentary
3361,35,Comedy
3361,18,Drama
3396,35,Comedy
3396,99,Documentary
3397,18,Drama
3399,18,Drama
3400,18,Drama
3402,18,Drama
3402,53,Thriller
3403,80,Crime
3403,53,Thriller
3404,18,Drama
3404,53,Thriller
3405,35,Comedy
3405,18,Drama
3405,10749,Romance
3406,27,Horror
3407,18,Drama
3408,27,Horror
3409,27,Horror
3410,35,Comedy
3410,27,Horror
3410,878,Science Fiction
3411,35,Comedy
3411,10751,Family
3412,27,Horror
3413,27,Horror
3413,878,Science Fiction
3414,27,Horror
3416,27,Horror
3417,18,Drama
3417,878,Science Fiction
3418,18,Drama
3418,878,Science Fiction
3419,9648,Mystery
3419,53,Thriller
3420,35,Comedy
3421,18,Drama
3422,18,Drama
3423,18,Drama
3423,10749,Romance
3424,18,Drama
3424,10749,Romance
3425,18,Drama
3425,10749,Romance
3426,10749,Romance
3426,18,Drama
3426,35,Comedy
3427,80,Crime
3427,18,Drama
3427,10749,Romance
3432,80,Crime
3432,53,Thriller
3437,18,Drama
3469,18,Drama
3469,10749,Romance
3470,18,Drama
3471,12,Adventure
3472,80,Crime
3472,18,Drama
3472,53,Thriller
3473,12,Adventure
3473,14,Fantasy
3474,14,Fantasy
3474,878,Science Fiction
3475,18,Drama
3475,36,History
3476,18,Drama
3476,10749,Romance
3477,35,Comedy
3477,80,Crime
3477,27,Horror
3478,18,Drama
3478,36,History
3479,53,Thriller
3479,80,Crime
3480,18,Drama
3480,36,History
3481,80,Crime
3481,53,Thriller
3481,27,Horror
3482,53,Thriller
3482,10752,War
3482,28,Action
3483,12,Adventure
3483,80,Crime
3483,27,Horror
3483,878,Science Fiction
3483,53,Thriller
3484,12,Adventure
3484,27,Horror
3484,878,Science Fiction
3485,80,Crime
3485,12,Adventure
3485,27,Horror
3485,53,Thriller
3486,35,Comedy
3486,27,Horror
3488,28,Action
3488,27,Horror
3489,80,Crime
3489,9648,Mystery
3489,53,Thriller
3490,14,Fantasy
3490,27,Horror
3490,878,Science Fiction
3490,28,Action
3508,16,Animation
3509,16,Animation
3509,878,Science Fiction
3509,53,Thriller
3510,18,Drama
3511,53,Thriller
3511,18,Drama
3511,27,Horror
3512,28,Action
3512,53,Thriller
3513,12,Adventure
3513,28,Action
3513,36,History
3513,10752,War
3514,99,Documentary
3515,18,Drama
3515,28,Action
3515,53,Thriller
3515,80,Crime
3516,99,Documentary
3517,99,Documentary
3518,99,Documentary
3519,99,Documentary
3520,18,Drama
3520,35,Comedy
3521,80,Crime
3521,53,Thriller
3521,9648,Mystery
3522,35,Comedy
3522,18,Drama
3523,37,Western
3524,18,Drama
3524,36,History
3525,35,Comedy
3525,10749,Romance
3525,18,Drama
3526,18,Drama
3527,18,Drama
3527,37,Western
3528,35,Comedy
3528,14,Fantasy
3529,35,Comedy
3529,80,Crime
3529,9648,Mystery
3536,10752,War
3536,18,Drama
3536,28,Action
3536,53,Thriller
3537,18,Drama
3537,10402,Music
3538,18,Drama
3539,18,Drama
3540,18,Drama
3541,28,Action
3541,53,Thriller
3541,80,Crime
3542,18,Drama
3542,10749,Romance
3543,35,Comedy
3543,18,Drama
3544,18,Drama
3544,53,Thriller
3545,18,Drama
3545,37,Western
3545,12,Adventure
3546,80,Crime
3546,53,Thriller
3547,18,Drama
3547,10749,Romance
3547,53,Thriller
3548,18,Drama
3548,53,Thriller
3549,18,Drama
3554,18,Drama
3554,10749,Romance
3555,35,Comedy
3556,80,Crime
3556,18,Drama
3557,35,Comedy
3558,18,Drama
3559,28,Action
3559,18,Drama
3560,27,Horror
3561,27,Horror
3562,35,Comedy
3562,18,Drama
3563,35,Comedy
3563,10749,Romance
3564,80,Crime
3564,18,Drama
3565,18,Drama
3565,53,Thriller
3572,99,Documentary
3573,10749,Romance
3573,35,Comedy
3573,18,Drama
3574,35,Comedy
3574,80,Crime
3574,27,Horror
3574,9648,Mystery
3574,878,Science Fiction
3574,53,Thriller
3575,27,Horror
3575,9648,Mystery
3575,878,Science Fiction
3575,53,Thriller
3576,18,Drama
3576,53,Thriller
3576,35,Comedy
3576,80,Crime
3577,18,Drama
3577,53,Thriller
3578,878,Science Fiction
3579,27,Horror
3579,53,Thriller
3580,80,Crime
3580,18,Drama
3580,9648,Mystery
3581,27,Horror
3582,35,Comedy
3582,10749,Romance
3583,18,Drama
3584,18,Drama
3585,12,Adventure
3585,878,Science Fiction
3586,18,Drama
3586,35,Comedy
3587,14,Fantasy
3587,35,Comedy
3587,10751,Family
3588,18,Drama
3589,14,Fantasy
3589,35,Comedy
3589,878,Science Fiction
3590,12,Adventure
3590,878,Science Fiction
3591,12,Adventure
3591,14,Fantasy
3592,14,Fantasy
3592,28,Action
3592,12,Adventure
3592,878,Science Fiction
3593,12,Adventure
3593,27,Horror
3593,878,Science Fiction
3594,53,Thriller
3594,18,Drama
3594,9648,Mystery
3595,28,Action
3595,53,Thriller
3596,18,Drama
3596,878,Science Fiction
3597,27,Horror
3597,53,Thriller
3597,9648,Mystery
3598,12,Adventure
3598,14,Fantasy
3598,18,Drama
3598,9648,Mystery
3600,27,Horror
3600,9648,Mystery
3600,53,Thriller
3602,27,Horror
3603,27,Horror
3603,35,Comedy
3604,878,Science Fiction
3604,12,Adventure
3631,18,Drama
3632,28,Action
3632,878,Science Fiction
3635,18,Drama
3635,10749,Romance
3638,35,Comedy
3638,10749,Romance
3638,18,Drama
3640,10749,Romance
3640,18,Drama
3640,35,Comedy
3641,36,History
3641,18,Drama
3641,10402,Music
3679,16,Animation
3679,14,Fantasy
3679,878,Science Fiction
3681,35,Comedy
3681,10749,Romance
3682,18,Drama
3682,10402,Music
3683,10752,War
3683,18,Drama
3683,36,History
3684,28,Action
3684,12,Adventure
3684,878,Science Fiction
3685,37,Western
3685,12,Adventure
3686,37,Western
3686,12,Adventure
3687,35,Comedy
3687,878,Science Fiction
3688,35,Comedy
3688,878,Science Fiction
3689,12,Adventure
3690,18,Drama
3691,53,Thriller
3692,28,Action
3692,12,Adventure
3693,28,Action
3694,35,Comedy
3695,28,Action
3695,35,Comedy
3696,18,Drama
3697,35,Comedy
3697,37,Western
3698,37,Western
3698,35,Comedy
3699,9648,Mystery
3699,53,Thriller
3700,27,Horror
3701,28,Action
3701,80,Crime
3701,53,Thriller
3703,35,Comedy
3703,18,Drama
3716,12,Adventure
3716,35,Comedy
3716,10749,Romance
3717,28,Action
3717,12,Adventure
3763,27,Horror
3763,18,Drama
3764,18,Drama
3766,80,Crime
3766,18,Drama
3766,9648,Mystery
3766,53,Thriller
3767,18,Drama
3767,10749,Romance
3767,53,Thriller
3777,18,Drama
3777,36,History
3780,18,Drama
3782,18,Drama
3783,878,Science Fiction
3784,18,Drama
3784,10749,Romance
3784,35,Comedy
3785,878,Science Fiction
3786,878,Science Fiction
3787,878,Science Fiction
3845,35,Comedy
3846,35,Comedy
3851,18,Drama
3865,18,Drama
3866,878,Science Fiction
3867,99,Documentary
3870,18,Drama
3870,36,History
3875,18,Drama
3875,10752,War
3877,18,Drama
3899,28,Action
3901,18,Drama
3902,18,Drama
3902,10402,Music
3920,18,Drama
3921,18,Drama
3924,35,Comedy
3929,35,Comedy
3930,35,Comedy
3930,12,Adventure
3931,35,Comedy
3933,10749,Romance
3933,14,Fantasy
3933,16,Animation
3934,35,Comedy
3934,80,Crime
3934,18,Drama
3935,18,Drama
3936,35,Comedy
3937,35,Comedy
3938,35,Comedy
3939,35,Comedy
3940,35,Comedy
3941,35,Comedy
3942,35,Comedy
3943,35,Comedy
3944,35,Comedy
3959,35,Comedy
3960,35,Comedy
3961,35,Comedy
3962,35,Comedy
3966,35,Comedy
3967,35,Comedy
3968,35,Comedy
3969,35,Comedy
3970,35,Comedy
3976,35,Comedy
3977,35,Comedy
3978,35,Comedy
3979,35,Comedy
3980,27,Horror
3980,28,Action
3980,35,Comedy
3980,878,Science Fiction
3980,53,Thriller
3981,35,Comedy
3981,10749,Romance
3982,80,Crime
3982,18,Drama
3983,18,Drama
3983,10749,Romance
3984,18,Drama
3984,10749,Romance
3985,35,Comedy
3986,35,Comedy
3987,35,Comedy
3988,35,Comedy
3989,12,Adventure
3989,28,Action
3989,35,Comedy
