title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Frankenstein,Frankenstein,3068,tt0070073,false,180,0,0,7,5.4,en,1973-01-16
Frankenstein Reborn,Frankenstein Reborn,3069,tt0460800,false,84,0,0,16,5.5,en,2005-08-28
Frankenstein,Frankenstein,3070,tt0311159,false,46,0,0,0,0,en,1987-01-01
Frankenstein,Frankenstein,3071,tt1020766,false,90,0,0,6,3.8,en,2007-10-24
Frankenstein Unbound,Frankenstein Unbound,3072,tt0099612,false,82,11500000,334748,75,5.5,en,1990-11-02
Bud Abbott and Lou Costello Meet Frankenstein,Bud Abbott and Lou Costello Meet Frankenstein,3073,tt0040068,false,83,800000,4812444,219,7.1,en,1948-06-15
The Ghost of Frankenstein,The Ghost of Frankenstein,3074,tt0034786,false,67,200000,0,95,5.8,en,1942-03-13
Frankenstein Must Be Destroyed,Frankenstein Must Be Destroyed,3075,tt0065738,false,98,0,0,78,6.8,en,1969-05-22
Frankenstein Meets the Wolf Man,Frankenstein Meets the Wolf Man,3076,tt0035899,false,74,1200000,0,143,6.2,en,1943-03-05
Son of Frankenstein,Son of Frankenstein,3077,tt0031951,false,99,420000,0,159,6.8,en,1939-01-13
It Happened One Night,It Happened One Night,3078,tt0025316,false,105,325000,4500000,944,7.895,en,1934-02-22
The Curse of Frankenstein,The Curse of Frankenstein,3079,tt0050280,false,83,270000,8000000,205,6.868,en,1957-05-20
Top Hat,Top Hat,3080,tt0027125,false,101,609000,3202000,223,7.419,en,1935-08-29
The Goddess,The Goddess,3081,tt0051667,false,104,0,0,6,5.3,en,1958-06-24
Modern Times,Modern Times,3082,tt0027977,false,87,1500000,0,3025,8.319,en,1936-02-05
Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,3083,tt0031679,false,129,1500000,9600000,812,7.934,en,1939-10-19
Wuthering Heights,Wuthering Heights,3084,tt0032145,false,104,0,0,203,7.246,en,1939-04-07
His Girl Friday,His Girl Friday,3085,tt0032599,false,92,0,0,625,7.418,en,1940-01-18
The Lady Eve,The Lady Eve,3086,tt0033804,false,97,0,0,245,7.3,en,1941-02-25
Yankee Doodle Dandy,Yankee Doodle Dandy,3087,tt0035575,false,126,0,0,166,7.1,en,1942-05-29
My Darling Clementine,My Darling Clementine,3088,tt0038762,false,97,0,0,299,7.5,en,1946-10-17
Red River,Red River,3089,tt0040724,false,133,3000000,9012000,381,7.398,en,1948-08-26
The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,3090,tt0040897,false,126,3800000,4307000,909,8.028,en,1948-01-15
Seance on a Wet Afternoon,Seance on a Wet Afternoon,3092,tt0058557,false,111,0,0,79,7.4,en,1964-06-19
Basic Instinct 2,Basic Instinct 2,3093,tt0430912,false,114,70000000,38629478,613,5.065,en,2006-03-29
Elated By Night,Nachtrausch,3094,tt0345690,false,13,0,0,0,0,de,2002-06-07
Miss Marie Lloyd: Queen of the Music Hall,Miss Marie Lloyd: Queen of the Music Hall,3095,tt0944839,false,80,0,0,5,5.9,en,2007-05-09
Dos billetes,Dos billetes,3096,tt0817900,false,0,0,0,0,0,es,2009-06-12
"The Tulse Luper Suitcases, Part 1: The Moab Story","The Tulse Luper Suitcases, Part 1: The Moab Story",3097,tt0307596,false,127,10000000,25800,18,5.9,en,2003-05-24
"The Tulse Luper Suitcases, Part 2: Vaux to the Sea","The Tulse Luper Suitcases, Part 2: Vaux to the Sea",3098,tt0408281,false,108,10000000,24250,7,5.9,en,2004-02-09
"The Tulse Luper Suitcases, Part 3: From Sark to the Finish","The Tulse Luper Suitcases, Part 3: From Sark to the Finish",3099,tt0379561,false,124,10000000,12000,10,5.8,en,2004-09-06
A Life in Suitcases,A Life in Suitcases,3100,tt0486192,false,120,0,0,2,5.5,en,2005-10-20
I Love You to Death,I Love You to Death,3101,tt0099819,false,94,0,0,194,6.389,en,1990-04-06
My Step Brother Frankenstein,Мой сводный брат Франкенштейн,3102,tt0416040,false,120,0,0,5,5.8,en,2004-10-21
House of Frankenstein,House of Frankenstein,3103,tt0036931,false,71,354000,0,106,6,en,1944-12-01
Frankenstein Created Woman,Frankenstein Created Woman,3104,tt0061683,false,92,0,0,94,6.5,en,1967-03-15
Frankenstein: The True Story,Frankenstein: The True Story,3105,tt0070074,false,123,0,0,24,7.5,en,1974-09-19
Destroy All Monsters,怪獣総進撃,3107,tt0063172,false,89,0,1568760,171,6.8,ja,1968-08-01
The Quiet Man,The Quiet Man,3109,tt0045061,false,129,1750000,3800000,388,7.332,en,1952-07-21
Shane,Shane,3110,tt0046303,false,118,3100000,20000000,465,7.453,en,1953-04-23
A Star Is Born,A Star Is Born,3111,tt0047522,false,176,5019770,4335968,231,7.2,en,1954-10-01
The Night of the Hunter,The Night of the Hunter,3112,tt0048424,false,93,795000,0,1208,7.909,en,1955-08-26
Shéhérazade,Shéhérazade,3113,tt0174202,false,90,0,0,0,0,en,1971-12-30
The Searchers,The Searchers,3114,tt0049730,false,119,3750000,0,1072,7.8,en,1956-05-07
"Ebirah, Horror of the Deep",ゴジラ・エビラ・モスラ　南海の大決闘,3115,tt0060464,false,87,0,3000000,127,6.236,ja,1966-12-17
Midnight Cowboy,Midnight Cowboy,3116,tt0064665,false,113,3600000,44785053,1036,7.5,en,1969-05-25
Frankenstein and the Monster from Hell,Frankenstein and the Monster from Hell,3117,tt0071519,false,93,0,0,68,6.1,en,1974-04-01
Frankenstein 90,Frankenstein 90,3118,tt0087289,false,100,0,0,9,5.3,fr,1984-08-01
Frankenstein and Me,Frankenstein and Me,3119,tt0116356,false,90,0,0,7,4,en,1996-01-01
Nashville,Nashville,3121,tt0073440,false,160,2200000,10,289,7.382,en,1975-06-11
Lady Frankenstein,La figlia di Frankenstein,3122,tt0067321,false,99,200000,139683000,38,5.039,it,1971-10-22
The Evil of Frankenstein,The Evil of Frankenstein,3124,tt0058073,false,86,0,0,71,6.2,en,1964-05-08
Dracula vs. Frankenstein,Dracula vs. Frankenstein,3125,tt0067017,false,91,0,0,35,4.8,en,1971-09-20
Alvin and the Chipmunks Meet Frankenstein,Alvin and the Chipmunks Meet Frankenstein,3126,tt0207957,false,78,0,0,123,6.862,en,1999-09-28
The Revenge of Frankenstein,The Revenge of Frankenstein,3127,tt0050894,false,90,0,0,96,6.7,en,1958-06-13
Gangs of New York,Gangs of New York,3131,tt0217505,false,168,100000000,193772504,5600,7.313,en,2002-12-14
Bad Company,Bad Company,3132,tt0280486,false,116,70000000,65977295,612,5.401,en,2002-06-07
Badlands,Badlands,3133,tt0069762,false,94,450000,0,943,7.574,en,1973-10-15
Baise-moi,Baise-moi,3134,tt0249380,false,77,0,940944,312,4.62,fr,2000-06-28
Rock \'n\' Roll Frankenstein,Rock \'n\' Roll Frankenstein,3144,tt0183717,false,88,250000,0,7,4.4,en,1999-01-01
The Horror of Frankenstein,The Horror of Frankenstein,3145,tt0065851,false,95,0,0,46,5.8,en,1970-11-08
The War of the Gargantuas,フランケンシュタインの怪獣 サンダ対ガイラ,3146,tt0060440,false,88,0,0,66,6.6,ja,1966-07-29
The Frankenstein Files: How Hollywood Made a Monster,The Frankenstein Files: How Hollywood Made a Monster,3147,tt0322326,false,45,0,0,6,8,en,1999-01-01
Madigan\'s Millions,Un Dollaro per 7 vigliacchi,3148,tt0063303,false,93,0,0,3,2.7,en,1968-05-30
Jesse James Meets Frankenstein\'s Daughter,Jesse James Meets Frankenstein\'s Daughter,3149,tt0060558,false,83,0,0,15,4.4,en,1966-04-09
Frankstein Punk,Frankstein Punk,3150,tt0091074,false,12,0,0,5,5.8,pt,1986-01-01
Frankenstein General Hospital,Frankenstein General Hospital,3151,tt0095173,false,90,0,0,8,3.8,en,1988-03-01
Big Monster on Campus,Big Monster on Campus,3152,tt0164192,false,92,0,0,14,5.5,en,2000-02-25
Frankenstein\'s Castle of Freaks,Il castello delle donne maledette,3159,tt0069851,false,90,0,0,16,3.3,it,1974-02-19
Frankenstein Conquers the World,フランケンシュタイン対地底怪獣 バラゴン,3160,tt0059205,false,90,0,0,40,6.9,ja,1965-08-08
Making Frankensense of Young Frankenstein,Making Frankensense of Young Frankenstein,3161,tt0428798,false,42,0,0,4,7.8,en,1996-01-01
Blackenstein,Blackenstein,3162,tt0069795,false,87,0,0,22,3.2,en,1973-01-01
The Erotic Rites of Frankenstein,La maldición de Frankenstein,3163,tt0068559,false,94,0,0,12,4.7,fr,1973-05-31
Frankenstein 1970,Frankenstein 1970,3164,tt0051630,false,83,110000,0,24,5.2,en,1958-07-20
Frankenstein Island,Frankenstein Island,3165,tt0082410,false,97,0,0,13,2.5,en,1981-11-27
Frankenstein Meets the Space Monster,Frankenstein Meets the Space Monster,3166,tt0059199,false,79,60000,0,21,4.4,en,1965-09-22
Three-Step Dance,Ballo a tre passi,3168,tt0389778,false,107,0,0,8,6.7,en,2003-08-31
Bambi,Bambi,3170,tt0034492,false,70,858000,267447150,4807,6.996,en,1942-02-11
Bambi Meets Godzilla,Bambi Meets Godzilla,3171,tt0064064,false,2,0,0,130,6.488,en,1969-01-01
Bandits,Bandits,3172,tt0219965,false,123,75000000,67631903,811,6.265,en,2001-10-12
Bangkok Dangerous,เพชฌฆาตเงียบอันตราย,3173,tt0263101,false,105,0,0,50,5.6,th,1999-11-01
Barcode,Barcode,3174,tt0209930,false,8,0,0,1,7,en,2001-09-20
Barry Lyndon,Barry Lyndon,3175,tt0072684,false,185,11000000,198992,2263,8.003,en,1975-11-26
Battle Royale,バトル・ロワイアル,3176,tt0266308,false,123,4500000,30600000,2748,7.304,ja,2000-12-16
Battle Royale II: Requiem,バトル・ロワイアルII 鎮魂歌,3177,tt0338763,false,155,9080000,14902587,360,4.953,ja,2003-07-05
Beat,Beat,3178,tt0211941,false,93,0,0,20,5.1,en,2000-01-29
Beavis and Butt-Head Do America,Beavis and Butt-Head Do America,3179,tt0115641,false,80,12000000,63118386,528,6.614,en,1996-12-15
"Dracula, Prisoner of Frankenstein",Dracula contra Frankenstein,3199,tt0065660,false,88,0,0,15,4.767,es,1972-10-17
Billy Frankenstein,Billy Frankenstein,3200,tt0184276,false,100,0,0,3,3.3,en,1998-01-01
The Vindicator,The Vindicator,3201,tt0092172,false,93,4210000,0,20,4.6,en,1986-02-14
Terror of Frankenstein,Victor Frankenstein,3202,tt0076881,false,92,0,0,3,5.7,en,1977-01-01
Tales of Frankenstein,Tales of Frankenstein,3203,tt0247751,false,28,0,0,2,5.5,en,1958-01-01
She\'s Alive! Creating the Bride of Frankenstein,She\'s Alive! Creating the Bride of Frankenstein,3204,tt0295601,false,39,0,0,8,7.4,en,1999-01-01
Santo vs. Frankenstein\'s Daughter,Santo vs. la hija de Frankenstein,3205,tt0067707,false,97,0,0,9,7.6,es,1972-08-10
Frankenstein vs. the Creature from Blood Cove,Frankenstein vs. the Creature from Blood Cove,3206,tt0451060,false,90,0,0,2,2,en,2005-10-04
I Was a Teenage Frankenstein,I Was a Teenage Frankenstein,3208,tt0050531,false,74,0,310000,17,5.2,en,1957-11-23
No Telling,No Telling,3209,tt0102545,false,93,0,0,8,6.6,en,1991-01-01
The Projected Man,The Projected Man,3210,tt0062159,false,77,0,0,17,4.8,en,1966-01-01
Santo and Blue Demon vs. Dr. Frankenstein,Santo y Blue Demon contra el doctor Frankenstein,3214,tt0258123,false,95,0,0,16,6.4,es,1974-10-31
La Sangre de Frankenstein,La Sangre de Frankenstein,3215,tt0298028,false,74,0,0,0,0,en,2002-10-03
Assignment Terror,Los monstruos del terror,3216,tt0064687,false,87,0,0,23,5.043,es,1970-02-24
Monster Mash: The Movie,Monster Mash: The Movie,3217,tt0113105,false,83,0,0,8,4.5,en,1995-01-01
Mistress Frankenstein,Mistress Frankenstein,3218,tt0245291,false,80,0,0,6,4.4,en,2000-10-02
Island - Insel im Norden,Island - Insel im Norden,3286,,false,15,0,0,0,0,en,2005-01-01
It\'s Alive: The True Story of Frankenstein,It\'s Alive: The True Story of Frankenstein,3287,tt0224299,false,100,0,0,2,7,en,1994-10-25
Frankenstein: The College Years,Frankenstein: The College Years,3288,tt0101911,false,100,0,0,16,4.5,en,1991-10-28
Lust for Frankenstein,Lust for Frankenstein,3290,tt0175621,false,82,0,0,8,1.5,en,1998-01-01
"Good Night, and Good Luck.","Good Night, and Good Luck.",3291,tt0433383,false,92,7000000,54600000,783,7.08,en,2005-09-16
Pirates of Silicon Valley,Pirates of Silicon Valley,3293,tt0168122,false,97,0,0,427,7.074,en,1999-05-10
Frankenstein: A Cinematic Scrapbook,Frankenstein: A Cinematic Scrapbook,3305,tt0150633,false,60,0,0,2,6,en,1991-01-01
Frankenstein \'80,Frankenstein \'80,3306,tt0071518,false,85,0,0,7,4.2,en,1972-12-12
Mildred Pierce,Mildred Pierce,3309,tt0037913,false,111,1453000,5638000,291,7.723,en,1945-10-20
Edison\'s Frankenstein,Edison\'s Frankenstein,3343,tt0309554,false,19,0,0,0,0,en,1990-01-01
Atomic Samurai,Atomic Samurai,3344,tt0106316,false,104,0,0,1,6,en,1993-01-01
Dr. Frankenstein on Campus,Dr. Frankenstein on Campus,3345,tt0202358,false,83,0,0,3,5.3,en,1970-04-10
"Frankenstein, the Vampire and Company",Frankestein el vampiro y compañía,3346,tt0054893,false,76,0,0,4,4.5,es,1962-02-08
Frankenstein: Italian Style,Frankenstein all\'italiana,3347,tt0076051,false,89,0,0,5,2.4,it,1975-11-22
The Making of Frankenstein vs. the Creature from Blood Cove,The Making of Frankenstein vs. the Creature from Blood Cove,3348,tt0880617,false,30,0,0,0,0,en,2005-01-01
Frankenstein & the Werewolf Reborn!,Frankenstein & the Werewolf Reborn!,3349,tt0267506,false,92,0,0,5,3.7,en,2000-01-01
Frankenstein Reborn!,Frankenstein Reborn!,3350,tt0174658,false,46,0,0,8,4.4,en,1998-01-01
Frankenstein Reborn: Behind the Scenes,Frankenstein Reborn: Behind the Scenes,3351,tt0856201,false,13,0,0,0,0,en,2005-08-30
Video Kings,Video Kings,3361,tt0424539,false,94,0,0,5,6.5,de,2007-01-20
The Yes Men,The Yes Men,3396,tt0379593,false,80,0,0,76,7.026,en,2003-09-07
And Along Come Tourists,Am Ende Kommen Touristen,3397,tt0775417,false,85,0,0,18,6.4,de,2007-05-21
Rich and Scary: Independent Soap Movie Experience,Rich and Scary: Independent Soap Movie Experience,3398,tt1055308,false,88,0,0,0,0,en,2003-10-16
Lücken im Gedankenstrom,Lücken im Gedankenstrom,3399,tt0977614,false,10,0,0,0,0,en,2006-02-06
Heißes Blut oder Vivienne del Vargos\' letzter Vorhang,Heißes Blut oder Vivienne del Vargos\' letzter Vorhang,3400,tt0950695,false,60,0,0,0,0,de,2006-02-06
"Scenes from the Sex Struggles at North Beverly Drive, Los Angeles, CA (Remix)","Scenes from the Sex Struggles at North Beverly Drive, Los Angeles, CA (Remix)",3401,tt1181931,false,62,0,0,1,2,en,2007-01-01
Marta,Marta,3402,tt0067010,false,96,0,0,7,5.7,es,1971-04-10
High Voltage,Alta tensión,3403,tt0066756,false,91,0,0,6,6.7,es,1972-04-01
The Great Swindle,Historia de una traición,3404,tt0066889,false,93,0,0,3,3.3,es,1971-03-06
Anyone Can Play,Le dolci signore,3405,tt0061586,false,88,0,0,2,1.2,it,1967-09-21
Frankenstein\'s Grandson Moses - Version Changes,O Frankenstein de Moisés Neto - Versão Muda,3406,tt0322327,false,40,0,0,0,0,pt,1989-06-22
Frankenstein: Birth of a Monster,Frankenstein: Birth of a Monster,3407,tt0391160,false,60,0,0,1,10,en,2003-12-07
Boy Frankenstein,Boy Frankenstein,3408,tt0402861,false,9,0,0,1,7,en,1998-01-01
The Horrible Sexy Vampire,El Vampiro de la autopista,3409,tt0066519,false,90,0,0,5,4.1,es,--
My Friend Frankenstein,Sevimli Frankestayn,3410,tt0362137,false,80,55000,100000,3,6.3,tr,1975-01-01
Robot Wrecks,Robot Wrecks,3411,tt0034122,false,11,0,0,3,6.3,en,1941-07-12
Return from Death: Frankenstein 2000,Ritorno dalla morte,3412,tt0105245,false,93,0,0,4,3.8,en,1991-01-01
"Orlak, the Hell of Frankenstein","Orlak, el infierno de Frankenstein",3413,tt0054148,false,103,0,0,6,5,es,1960-01-01
El último Frankenstein,El último Frankenstein,3414,tt0463798,false,17,0,0,0,0,en,2004-01-01
Il Mostro di Frankenstein,Il Mostro di Frankenstein,3416,tt0011481,false,39,0,0,1,8,en,1921-01-01
Frankenstein: A Love Story,Frankenstein : Une histoire d\'amour,3417,tt0322328,false,85,0,0,1,4.5,fr,1974-05-07
Death Watch,La Mort en direct,3418,tt0081182,false,131,0,0,77,6.5,fr,1980-01-23
The Sensuous Assassin,Qui?,3419,tt0065515,false,78,0,0,8,5.6,fr,1970-09-23
Frankenstein JR.,Frankenstein JR.,3420,tt0862933,false,8,0,0,0,0,en,2006-01-01
Bloomfield,Bloomfield,3421,tt0068694,false,94,0,0,3,5.7,en,1970-12-01
Lady Caliph,La Califfa,3422,tt0065516,false,96,0,0,12,5,it,1970-12-31
The Things of Life,Les Choses de la vie,3423,tt0064165,false,89,0,0,182,7,fr,1970-03-13
Mado,Mado,3424,tt0074840,false,135,0,0,44,6.5,fr,1976-10-27
A Simple Story,Une Histoire Simple,3425,tt0075975,false,107,0,0,38,6.1,fr,1978-11-22
Cesar and Rosalie,César et Rosalie,3426,tt0068441,false,110,0,0,130,7.2,fr,1972-10-11
Max and the Junkmen,Max et les ferrailleurs,3427,tt0067409,false,112,0,0,85,7.165,fr,1971-02-17
Mr. Brooks,Mr. Brooks,3432,tt0780571,false,120,20000000,41637263,1413,6.907,en,2007-06-01
La malquerida,La malquerida,3437,tt0041624,false,86,0,0,9,6.944,es,1949-09-16
Far from the Madding Crowd,Far from the Madding Crowd,3469,tt0061648,false,166,0,0,67,6.9,en,1967-01-01
The Emperor of Atlantis,The Emperor of Atlantis,3470,tt0182071,false,57,0,0,0,0,de,1977-01-01
Siren of Atlantis,Siren of Atlantis,3471,tt0040794,false,75,0,0,9,5.1,en,1949-01-01
Dirty Pretty Things,Dirty Pretty Things,3472,tt0301199,false,97,0,0,347,6.955,en,2002-09-05
Journey Beneath the Desert,"Antinea, l\'amante della città sepolta",3473,tt0054641,false,105,0,0,3,1.5,it,1961-05-05
Queen of Atlantis,Die Herrin von Atlantis,3474,tt0023002,false,87,0,0,4,5.8,de,1932-09-05
The Last Train,Le Train,3475,tt0070826,false,95,0,0,36,6.7,fr,1973-10-31
That Most Important Thing: Love,L\'Important c\'est d\'aimer,3476,tt0073155,false,113,0,0,80,7.219,fr,1975-02-12
The Infernal Trio,Le Trio Infernal,3477,tt0072320,false,107,0,0,17,5.6,fr,1974-05-22
Ludwig,Ludwig,3478,tt0068883,false,238,0,0,99,7.2,en,1973-03-07
Innocents with Dirty Hands,Les innocents aux mains sales,3479,tt0073169,false,121,0,0,40,6.1,fr,1975-01-01
The Old Gun,Le vieux fusil,3480,tt0073864,false,103,0,0,165,7.5,fr,1975-08-22
The Face of Fu Manchu,The Face of Fu Manchu,3481,tt0059162,false,96,0,1300000,29,6.1,en,1965-08-06
The Train,The Train,3482,tt0059825,false,133,5800000,6800000,239,7.531,en,1964-09-24
The Blood of Fu Manchu,The Blood of Fu Manchu,3483,tt0062741,false,92,0,0,20,4.725,en,1968-08-23
The Mask of Fu Manchu,The Mask of Fu Manchu,3484,tt0023194,false,68,327627,0,58,5.6,en,1932-11-05
The Castle of Fu Manchu,The Castle of Fu Manchu,3485,tt0064338,false,98,0,0,31,3.9,en,1969-05-29
The Fiendish Plot of Dr. Fu Manchu,The Fiendish Plot of Dr. Fu Manchu,3486,tt0080731,false,108,0,0,24,4.688,en,1980-08-08
Drums of Fu Manchu,Drums of Fu Manchu,3488,tt0035828,false,69,0,0,2,3.8,en,1943-11-27
88 Minutes,88 Minutes,3489,tt0411061,false,108,30000000,32593385,899,5.735,en,2007-02-14
Drums of Fu Manchu,Drums of Fu Manchu,3490,tt0032420,false,269,0,0,3,5.8,en,1940-03-15
Candy Boy,Candy Boy,3508,tt1064728,false,13,0,0,6,3,fr,2007-05-23
A Scanner Darkly,A Scanner Darkly,3509,tt0405296,false,100,8700000,7659918,1414,6.811,en,2006-07-07
Shem,Shem,3510,tt0406214,false,94,0,0,5,5.6,en,2004-03-31
The Broken,The Broken,3511,tt0906734,false,93,6700000,0,163,5.402,en,2008-11-15
Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,3512,tt0114781,false,100,60000000,104324083,683,5.835,en,1995-07-13
Legionnaire,Legionnaire,3513,tt0126388,false,98,20000000,0,424,5.673,en,1998-12-03
Selbstportrait 1,Selbstportrait 1,3514,,false,9,0,0,0,0,en,2005-01-01
I\'ll Sleep When I\'m Dead,I\'ll Sleep When I\'m Dead,3515,tt0319531,false,97,0,490964,83,5.361,en,2003-05-14
largo e mesto,largo e mesto,3516,,false,12,0,0,0,0,en,2004-12-15
Queens Don\'t Cry,Tunten lügen nicht,3517,tt0304899,false,90,0,0,1,1,de,2002-02-09
"Pfui, Rosa!","Pfui, Rosa!",3518,tt0354809,false,70,0,0,0,0,en,2002-10-26
Cows Knocked Up by Fog,"Kühe, vom Nebel geschwängert",3519,tt0304312,false,85,0,0,0,0,en,2002-09-03
Casanova \'70,Casanova \'70,3520,tt0059015,false,110,0,0,37,6.5,it,1965-06-15
The Puzzle of the Red Orchid,Edgar Wallace: Das Rätsel der roten Orchidee,3521,tt0055391,false,84,0,0,13,5.1,de,1962-03-01
French Dressing,French Dressing,3522,tt0057073,false,86,0,0,10,5.5,en,1964-04-10
