movieid,genreid,genrename
1386,28,Action
1386,10749,Romance
1387,18,Drama
1387,10402,Music
1387,16,Animation
1388,99,Documentary
1389,10749,Romance
1389,35,Comedy
1389,80,Crime
1391,18,Drama
1391,10749,Romance
1392,99,Documentary
1393,18,Drama
1394,18,Drama
1394,10749,Romance
1396,18,Drama
1396,36,History
1397,99,Documentary
1398,878,Science Fiction
1398,18,Drama
1402,18,Drama
1403,28,Action
1403,37,Western
1404,18,Drama
1405,18,Drama
1405,80,Crime
1406,35,Comedy
1406,37,Western
1407,10402,Music
1407,18,Drama
1408,28,Action
1408,12,Adventure
1410,35,Comedy
1410,878,Science Fiction
1411,9648,Mystery
1411,18,Drama
1412,18,Drama
1413,10749,Romance
1413,18,Drama
1414,18,Drama
1414,9648,Mystery
1414,10749,Romance
1415,35,Comedy
1415,18,Drama
1415,80,Crime
1416,53,Thriller
1416,18,Drama
1417,14,Fantasy
1417,18,Drama
1417,10752,War
1418,10749,Romance
1418,18,Drama
1419,35,Comedy
1419,18,Drama
1420,18,Drama
1420,35,Comedy
1421,35,Comedy
1421,18,Drama
1421,10749,Romance
1422,18,Drama
1422,53,Thriller
1422,80,Crime
1423,12,Adventure
1423,35,Comedy
1423,27,Horror
1423,878,Science Fiction
1424,18,Drama
1424,9648,Mystery
1424,53,Thriller
1426,18,Drama
1427,80,Crime
1427,14,Fantasy
1427,18,Drama
1428,28,Action
1428,18,Drama
1428,9648,Mystery
1429,80,Crime
1429,18,Drama
1430,99,Documentary
1433,14,Fantasy
1433,18,Drama
1433,27,Horror
1433,53,Thriller
1435,99,Documentary
1435,18,Drama
1436,36,History
1436,18,Drama
1436,28,Action
1438,16,Animation
1439,18,Drama
1439,10749,Romance
1439,36,History
1440,18,Drama
1440,10749,Romance
1440,35,Comedy
1441,18,Drama
1441,28,Action
1441,53,Thriller
1441,80,Crime
1442,99,Documentary
1443,18,Drama
1443,10749,Romance
1444,35,Comedy
1444,18,Drama
1448,18,Drama
1448,14,Fantasy
1448,27,Horror
1450,28,Action
1450,12,Adventure
1450,27,Horror
1450,878,Science Fiction
1450,53,Thriller
1452,878,Science Fiction
1452,28,Action
1452,12,Adventure
1479,18,Drama
1479,80,Crime
1479,53,Thriller
1480,80,Crime
1480,53,Thriller
1481,28,Action
1481,18,Drama
1482,28,Action
1482,18,Drama
1483,14,Fantasy
1483,27,Horror
1484,18,Drama
1485,80,Crime
1485,53,Thriller
1487,14,Fantasy
1487,28,Action
1488,18,Drama
1488,35,Comedy
1490,18,Drama
1491,14,Fantasy
1491,18,Drama
1491,53,Thriller
1491,10749,Romance
1492,28,Action
1492,12,Adventure
1492,18,Drama
1492,36,History
1493,35,Comedy
1493,80,Crime
1493,28,Action
1494,28,Action
1494,18,Drama
1494,14,Fantasy
1495,18,Drama
1495,28,Action
1495,12,Adventure
1495,36,History
1495,10752,War
1496,35,Comedy
1496,10402,Music
1496,10749,Romance
1497,878,Science Fiction
1497,12,Adventure
1497,28,Action
1497,35,Comedy
1497,10751,Family
1498,878,Science Fiction
1498,28,Action
1498,12,Adventure
1498,35,Comedy
1498,10751,Family
1499,28,Action
1499,12,Adventure
1499,35,Comedy
1499,10751,Family
1499,14,Fantasy
1499,878,Science Fiction
1523,18,Drama
1534,12,Adventure
1534,28,Action
1535,28,Action
1535,80,Crime
1535,53,Thriller
1537,80,Crime
1537,18,Drama
1537,53,Thriller
1538,18,Drama
1538,80,Crime
1538,53,Thriller
1539,10402,Music
1539,18,Drama
1539,10749,Romance
1540,18,Drama
1540,10749,Romance
1541,18,Drama
1541,53,Thriller
1541,80,Crime
1541,12,Adventure
1542,35,Comedy
1543,18,Drama
1543,10749,Romance
1544,18,Drama
1544,35,Comedy
1544,10749,Romance
1546,35,Comedy
1546,18,Drama
1547,27,Horror
1547,35,Comedy
1548,35,Comedy
1548,18,Drama
1549,10749,Romance
1549,18,Drama
1550,35,Comedy
1550,18,Drama
1551,18,Drama
1551,878,Science Fiction
1551,27,Horror
1552,35,Comedy
1552,18,Drama
1553,10402,Music
1553,18,Drama
1553,80,Crime
1554,80,Crime
1554,18,Drama
1554,35,Comedy
1555,18,Drama
1555,35,Comedy
1555,10749,Romance
1556,18,Drama
1556,80,Crime
1557,18,Drama
1557,53,Thriller
1558,35,Comedy
1558,18,Drama
1559,9648,Mystery
1559,35,Comedy
1559,18,Drama
1560,35,Comedy
1560,27,Horror
1560,18,Drama
1561,18,Drama
1562,27,Horror
1562,53,Thriller
1562,878,Science Fiction
1563,99,Documentary
1564,99,Documentary
1564,10402,Music
1566,18,Drama
1566,36,History
1566,10752,War
1567,18,Drama
1567,53,Thriller
1568,18,Drama
1568,53,Thriller
1568,80,Crime
1569,27,Horror
1569,53,Thriller
1571,28,Action
1571,53,Thriller
1572,28,Action
1572,53,Thriller
1573,28,Action
1573,53,Thriller
1574,35,Comedy
1574,80,Crime
1574,18,Drama
1576,27,Horror
1576,28,Action
1576,878,Science Fiction
1577,27,Horror
1577,28,Action
1577,878,Science Fiction
1578,18,Drama
1578,36,History
1579,28,Action
1579,18,Drama
1579,53,Thriller
1579,36,History
1580,80,Crime
1580,18,Drama
1580,53,Thriller
1581,35,Comedy
1581,10749,Romance
1583,35,Comedy
1584,35,Comedy
1584,10402,Music
1584,10751,Family
1585,18,Drama
1585,10751,Family
1585,14,Fantasy
1586,9648,Mystery
1586,53,Thriller
1587,10749,Romance
1587,18,Drama
1588,35,Comedy
1589,10749,Romance
1589,35,Comedy
1589,10402,Music
1590,18,Drama
1591,18,Drama
1592,80,Crime
1592,18,Drama
1592,9648,Mystery
1592,53,Thriller
1593,28,Action
1593,12,Adventure
1593,35,Comedy
1593,10751,Family
1593,14,Fantasy
1594,35,Comedy
1594,80,Crime
1594,9648,Mystery
1595,18,Drama
1596,27,Horror
1596,53,Thriller
1597,35,Comedy
1597,10749,Romance
1598,53,Thriller
1598,80,Crime
1599,35,Comedy
1599,10749,Romance
1600,18,Drama
1600,9648,Mystery
1600,14,Fantasy
1607,18,Drama
1607,80,Crime
1608,18,Drama
1609,35,Comedy
1610,35,Comedy
1610,10749,Romance
1611,18,Drama
1611,35,Comedy
1612,35,Comedy
1613,53,Thriller
1613,28,Action
1613,35,Comedy
1613,80,Crime
1615,35,Comedy
1616,35,Comedy
1618,35,Comedy
1618,10402,Music
1619,28,Action
1619,80,Crime
1619,18,Drama
1619,53,Thriller
1620,28,Action
1620,53,Thriller
1620,18,Drama
1621,35,Comedy
1622,18,Drama
1622,53,Thriller
1622,9648,Mystery
1623,80,Crime
1623,18,Drama
1624,35,Comedy
1626,18,Drama
1627,18,Drama
1627,36,History
1628,18,Drama
1628,10749,Romance
1629,35,Comedy
1629,18,Drama
1630,18,Drama
1631,18,Drama
1632,18,Drama
1632,53,Thriller
1632,80,Crime
1632,36,History
1632,9648,Mystery
1633,18,Drama
1633,35,Comedy
1634,10751,Family
1634,12,Adventure
1634,18,Drama
1635,28,Action
1635,53,Thriller
1635,878,Science Fiction
1635,12,Adventure
1636,14,Fantasy
1636,35,Comedy
1636,10749,Romance
1637,28,Action
1637,12,Adventure
1637,80,Crime
1639,28,Action
1639,12,Adventure
1639,53,Thriller
1640,18,Drama
1641,10749,Romance
1641,35,Comedy
1642,80,Crime
1642,18,Drama
1642,9648,Mystery
1642,53,Thriller
1642,28,Action
1643,18,Drama
1643,10749,Romance
1644,53,Thriller
1644,18,Drama
1644,9648,Mystery
1644,27,Horror
1645,80,Crime
1645,18,Drama
1645,53,Thriller
1646,80,Crime
1646,18,Drama
1647,28,Action
1647,53,Thriller
1648,12,Adventure
1648,35,Comedy
1648,878,Science Fiction
1649,12,Adventure
1649,35,Comedy
1649,878,Science Fiction
1650,18,Drama
1650,878,Science Fiction
1651,80,Crime
1651,18,Drama
1651,10749,Romance
1651,53,Thriller
1652,35,Comedy
1652,80,Crime
1653,18,Drama
1654,28,Action
1654,12,Adventure
1654,10752,War
1655,35,Comedy
1656,28,Action
1656,12,Adventure
1656,37,Western
1658,99,Documentary
1658,18,Drama
1659,35,Comedy
1659,37,Western
1660,35,Comedy
1660,18,Drama
1661,18,Drama
1661,35,Comedy
1662,18,Drama
1662,80,Crime
1662,53,Thriller
1663,80,Crime
1663,27,Horror
1663,9648,Mystery
1663,53,Thriller
1665,18,Drama
1666,99,Documentary
1667,99,Documentary
1667,10751,Family
1669,28,Action
1669,12,Adventure
1669,53,Thriller
1670,80,Crime
1672,28,Action
1672,12,Adventure
1672,53,Thriller
1673,28,Action
1673,37,Western
1675,35,Comedy
1675,18,Drama
1676,37,Western
1676,10749,Romance
1677,18,Drama
1677,10402,Music
1678,53,Thriller
1678,27,Horror
1678,878,Science Fiction
1679,28,Action
1679,12,Adventure
1679,878,Science Fiction
1679,27,Horror
1679,18,Drama
1679,53,Thriller
1680,28,Action
1680,12,Adventure
1680,878,Science Fiction
1682,18,Drama
1682,28,Action
1682,878,Science Fiction
1683,27,Horror
1684,99,Documentary
1685,12,Adventure
1685,878,Science Fiction
1685,9648,Mystery
1686,18,Drama
1687,28,Action
1687,878,Science Fiction
1688,28,Action
1688,878,Science Fiction
1689,18,Drama
1689,36,History
1690,27,Horror
1691,27,Horror
1693,27,Horror
1694,878,Science Fiction
1694,35,Comedy
1694,27,Horror
1696,18,Drama
1696,27,Horror
1696,80,Crime
1697,18,Drama
1697,35,Comedy
1698,27,Horror
1698,53,Thriller
1699,27,Horror
1699,53,Thriller
1700,18,Drama
1700,53,Thriller
1701,28,Action
1701,53,Thriller
1701,80,Crime
1702,28,Action
1702,27,Horror
1702,878,Science Fiction
1702,53,Thriller
1705,28,Action
1705,878,Science Fiction
1710,53,Thriller
1710,80,Crime
1711,28,Action
1711,18,Drama
1711,53,Thriller
1712,18,Drama
1712,37,Western
1713,18,Drama
1713,10749,Romance
1714,18,Drama
1714,878,Science Fiction
1715,18,Drama
1716,18,Drama
1716,10749,Romance
1716,10752,War
1717,18,Drama
1717,53,Thriller
1718,28,Action
1718,37,Western
1719,18,Drama
1719,10749,Romance
1720,18,Drama
1721,12,Adventure
1721,28,Action
1721,35,Comedy
1722,18,Drama
1722,36,History
1722,10749,Romance
1722,10752,War
1723,35,Comedy
1723,18,Drama
1724,878,Science Fiction
1724,28,Action
1724,12,Adventure
1725,80,Crime
1725,18,Drama
1725,10749,Romance
1726,28,Action
1726,878,Science Fiction
1726,12,Adventure
1727,28,Action
1727,12,Adventure
1727,35,Comedy
1727,10749,Romance
1729,28,Action
1729,12,Adventure
1729,14,Fantasy
1730,18,Drama
1730,27,Horror
1730,9648,Mystery
1730,14,Fantasy
1731,18,Drama
1732,28,Action
1732,12,Adventure
1732,35,Comedy
1734,12,Adventure
1734,28,Action
1734,14,Fantasy
1735,12,Adventure
1735,28,Action
1735,14,Fantasy
1736,35,Comedy
1736,18,Drama
1738,28,Action
1738,878,Science Fiction
1738,53,Thriller
1739,10749,Romance
1739,35,Comedy
1739,10402,Music
1740,35,Comedy
1740,18,Drama
1770,10752,War
1770,18,Drama
1770,53,Thriller
1770,36,History
1771,28,Action
1771,12,Adventure
1771,878,Science Fiction
1772,18,Drama
1773,18,Drama
1773,80,Crime
1774,99,Documentary
1775,35,Comedy
1776,99,Documentary
1777,99,Documentary
1778,99,Documentary
1779,99,Documentary
1779,36,History
1779,35,Comedy
1781,99,Documentary
1782,18,Drama
1782,53,Thriller
1782,9648,Mystery
1783,18,Drama
1783,10752,War
1783,28,Action
1785,35,Comedy
1785,10749,Romance
1786,18,Drama
1786,10752,War
1787,18,Drama
1787,10749,Romance
1788,18,Drama
1788,10749,Romance
1789,35,Comedy
1789,80,Crime
1790,37,Western
1791,18,Drama
1791,10749,Romance
1792,35,Comedy
1793,35,Comedy
1793,18,Drama
1793,10751,Family
1802,18,Drama
1802,53,Thriller
1803,28,Action
1803,80,Crime
1803,53,Thriller
1807,80,Crime
1807,18,Drama
1808,18,Drama
1808,10402,Music
1809,18,Drama
1809,10749,Romance
1809,35,Comedy
1810,36,History
1810,37,Western
1811,878,Science Fiction
1811,18,Drama
1811,35,Comedy
1812,35,Comedy
1812,10749,Romance
1813,18,Drama
1813,9648,Mystery
1813,53,Thriller
1813,27,Horror
1814,35,Comedy
1815,53,Thriller
1815,80,Crime
1816,18,Drama
1816,10402,Music
1817,80,Crime
1817,9648,Mystery
1817,53,Thriller
1818,18,Drama
1818,53,Thriller
1818,80,Crime
1819,35,Comedy
1819,10749,Romance
1824,35,Comedy
1824,10749,Romance
1825,28,Action
1825,18,Drama
1826,35,Comedy
1826,18,Drama
1826,10749,Romance
1829,18,Drama
1829,36,History
1830,80,Crime
1830,18,Drama
1830,53,Thriller
1831,35,Comedy
1831,18,Drama
1831,10749,Romance
1832,14,Fantasy
1832,35,Comedy
1832,12,Adventure
1833,18,Drama
1833,10749,Romance
1834,80,Crime
1834,18,Drama
1834,9648,Mystery
1834,53,Thriller
1835,80,Crime
1835,9648,Mystery
1835,53,Thriller
1836,18,Drama
1836,27,Horror
1837,10749,Romance
1837,18,Drama
1838,18,Drama
1839,18,Drama
1840,80,Crime
1840,18,Drama
1840,9648,Mystery
1841,9648,Mystery
1841,53,Thriller
1841,80,Crime
1842,9648,Mystery
1842,27,Horror
1842,18,Drama
1843,99,Documentary
1843,10402,Music
1844,10749,Romance
1844,18,Drama
1844,9648,Mystery
1845,35,Comedy
1845,10749,Romance
1846,80,Crime
1846,9648,Mystery
1846,18,Drama
1847,80,Crime
1847,9648,Mystery
1847,53,Thriller
1848,10770,TV Movie
1848,80,Crime
1848,9648,Mystery
1849,36,History
1849,18,Drama
1850,35,Comedy
1850,18,Drama
1850,36,History
1851,878,Science Fiction
1851,14,Fantasy
1851,12,Adventure
1851,10770,TV Movie
1852,18,Drama
1852,36,History
1852,53,Thriller
1853,99,Documentary
1854,35,Comedy
1855,12,Adventure
1857,16,Animation
1857,878,Science Fiction
1857,28,Action
1857,12,Adventure
1857,10751,Family
1858,12,Adventure
1858,878,Science Fiction
1858,28,Action
1859,35,Comedy
1859,10749,Romance
1860,18,Drama
1861,18,Drama
1862,28,Action
1862,35,Comedy
1862,99,Documentary
1862,18,Drama
1862,10749,Romance
1862,53,Thriller
1863,18,Drama
1863,10752,War
1864,35,Comedy
1865,12,Adventure
1865,28,Action
1865,14,Fantasy
1868,80,Crime
1868,18,Drama
1870,35,Comedy
1870,80,Crime
1870,12,Adventure
1870,14,Fantasy
1871,35,Comedy
1871,80,Crime
1871,12,Adventure
1871,14,Fantasy
1872,28,Action
1872,12,Adventure
1872,27,Horror
1872,53,Thriller
1873,18,Drama
1873,53,Thriller
1874,36,History
1874,18,Drama
1875,35,Comedy
1875,80,Crime
1875,12,Adventure
1875,14,Fantasy
1876,18,Drama
1876,27,Horror
1876,35,Comedy
1877,14,Fantasy
1877,28,Action
1877,53,Thriller
1877,878,Science Fiction
1878,12,Adventure
1878,18,Drama
1878,35,Comedy
1879,18,Drama
1880,28,Action
1880,53,Thriller
1880,10752,War
1880,18,Drama
1881,99,Documentary
1882,18,Drama
1883,18,Drama
1883,36,History
1884,12,Adventure
1884,10751,Family
1884,14,Fantasy
1884,878,Science Fiction
1884,10770,TV Movie
1885,28,Action
1885,10751,Family
1885,18,Drama
1887,18,Drama
1887,36,History
1888,10749,Romance
1888,35,Comedy
1889,35,Comedy
1890,18,Drama
1890,10749,Romance
1891,12,Adventure
1891,28,Action
1891,878,Science Fiction
1892,12,Adventure
1892,28,Action
1892,878,Science Fiction
1893,12,Adventure
1893,28,Action
1893,878,Science Fiction
1894,12,Adventure
1894,28,Action
1894,878,Science Fiction
1895,12,Adventure
1895,28,Action
1895,878,Science Fiction
1896,18,Drama
1896,36,History
1899,18,Drama
1900,53,Thriller
1900,18,Drama
1900,80,Crime
1901,35,Comedy
1901,18,Drama
1901,10749,Romance
1902,18,Drama
1902,53,Thriller
1902,878,Science Fiction
1903,10749,Romance
1903,878,Science Fiction
1903,53,Thriller
1904,18,Drama
1904,10749,Romance
1904,36,History
1905,10749,Romance
1905,10770,TV Movie
1906,10402,Music
1906,18,Drama
1907,18,Drama
1907,12,Adventure
1907,10749,Romance
1907,53,Thriller
1908,18,Drama
1908,36,History
1909,10749,Romance
1909,18,Drama
1909,35,Comedy
1910,35,Comedy
1910,18,Drama
1911,12,Adventure
1911,36,History
1911,28,Action
1912,35,Comedy
1912,18,Drama
1913,18,Drama
1914,35,Comedy
1915,35,Comedy
1915,28,Action
1917,53,Thriller
1918,18,Drama
1919,18,Drama
1919,10749,Romance
1920,80,Crime
1920,18,Drama
1920,53,Thriller
1921,18,Drama
1921,10749,Romance
1922,18,Drama
1923,18,Drama
1923,9648,Mystery
1923,27,Horror
1924,878,Science Fiction
1924,28,Action
1924,12,Adventure
1925,18,Drama
1926,18,Drama
1927,878,Science Fiction
1927,28,Action
1930,28,Action
1930,12,Adventure
1930,14,Fantasy
1931,18,Drama
1931,10402,Music
1933,27,Horror
1933,9648,Mystery
1933,53,Thriller
1934,10749,Romance
1934,36,History
1934,35,Comedy
1935,18,Drama
1935,35,Comedy
1936,28,Action
1936,12,Adventure
1936,18,Drama
1936,10402,Music
1936,10749,Romance
1936,37,Western
1937,18,Drama
1937,10749,Romance
1938,80,Crime
1938,18,Drama
1938,10749,Romance
1938,53,Thriller
1939,18,Drama
1939,9648,Mystery
1940,10402,Music
1940,18,Drama
1940,10749,Romance
1941,36,History
1941,10752,War
1941,28,Action
1942,18,Drama
1942,9648,Mystery
1942,53,Thriller
1943,28,Action
1943,53,Thriller
1944,18,Drama
1945,18,Drama
1945,53,Thriller
1946,28,Action
1946,53,Thriller
1946,878,Science Fiction
1946,27,Horror
1947,18,Drama
1948,28,Action
1948,53,Thriller
1948,80,Crime
1949,80,Crime
1949,18,Drama
1949,9648,Mystery
1949,53,Thriller
1950,18,Drama
1950,10749,Romance
1951,18,Drama
1954,878,Science Fiction
1954,53,Thriller
1955,18,Drama
1955,36,History
1956,18,Drama
1956,12,Adventure
1957,18,Drama
1957,53,Thriller
1958,35,Comedy
1958,53,Thriller
1958,9648,Mystery
1959,18,Drama
1959,10749,Romance
1961,35,Comedy
1961,27,Horror
1961,14,Fantasy
1962,18,Drama
1963,18,Drama
1963,10749,Romance
1964,18,Drama
1965,80,Crime
1965,53,Thriller
1965,18,Drama
1966,10752,War
1966,36,History
1966,28,Action
1966,12,Adventure
1966,18,Drama
1966,10749,Romance
1967,10749,Romance
1967,18,Drama
1968,35,Comedy
1968,18,Drama
1968,10749,Romance
1969,28,Action
1969,35,Comedy
1969,37,Western
1969,80,Crime
1970,27,Horror
1970,9648,Mystery
1970,53,Thriller
1975,27,Horror
1975,53,Thriller
1976,18,Drama
1976,10749,Romance
1977,9648,Mystery
1977,27,Horror
1977,53,Thriller
1978,53,Thriller
1979,12,Adventure
1979,14,Fantasy
1979,28,Action
1979,53,Thriller
1980,35,Comedy
1980,99,Documentary
1984,878,Science Fiction
1984,18,Drama
1985,18,Drama
1985,9648,Mystery
1985,53,Thriller
1986,18,Drama
1987,80,Crime
1987,18,Drama
1987,53,Thriller
1988,18,Drama
1988,53,Thriller
1989,18,Drama
1989,10749,Romance
1990,9648,Mystery
1990,80,Crime
1990,18,Drama
1991,28,Action
1991,53,Thriller
1992,27,Horror
1992,28,Action
1992,53,Thriller
1993,36,History
1993,18,Drama
1993,10749,Romance
1994,28,Action
1994,12,Adventure
1994,53,Thriller
1994,27,Horror
1995,12,Adventure
1995,14,Fantasy
1995,28,Action
1995,53,Thriller
1996,28,Action
1996,12,Adventure
1996,14,Fantasy
1996,53,Thriller
1997,12,Adventure
1997,18,Drama
1997,10751,Family
1998,18,Drama
1999,18,Drama
1999,53,Thriller
2000,12,Adventure
2000,18,Drama
2000,36,History
